FlightId,Price,StopCount,Departue,Arrival,FlightTime,Airline(s),DepartureCity,ArrivalCity
15062-2211061246--31722-0-13416-2211061519,297.6,0,11/6/2022 12:46:00 PM,11/6/2022 3:19:00 PM,273,,United,Chicago O'Hare International,Los Angeles International
15062-2211061545--31722,-32593-1-13416-2211062143,1767.77,1,11/6/2022 3:45:00 PM,11/6/2022 9:43:00 PM,478,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060545--31722-1-13416-2211061144,426.6,1,11/6/2022 5:45:00 AM,11/6/2022 11:44:00 AM,479,,United,Chicago O'Hare International,Los Angeles International
15062-2211061420--31722-1-13416-2211062155,551.6,1,11/6/2022 2:20:00 PM,11/6/2022 9:55:00 PM,575,,United,Chicago O'Hare International,Los Angeles International
15062-2211060856--31722-1-13416-2211061738,661.6,1,11/6/2022 8:56:00 AM,11/6/2022 5:38:00 PM,642,,United,Chicago O'Hare International,Los Angeles International
15062-2211061405--31722-1-13416-2211062030,476.61,1,11/6/2022 2:05:00 PM,11/6/2022 8:30:00 PM,505,,United,Chicago O'Hare International,Los Angeles International
15062-2211061650--32573-1-13416-2211062137,648.97,1,11/6/2022 4:50:00 PM,11/6/2022 9:37:00 PM,407,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061145--32593-2-13416-2211062143,3017.29,2,11/6/2022 11:45:00 AM,11/6/2022 9:43:00 PM,718,,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061100--32385-1-13416-2211061647,1348.6,1,11/6/2022 11:00:00 AM,11/6/2022 4:47:00 PM,467,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211060848--32171-2-13416-2211062132,1752.53,2,11/6/2022 8:48:00 AM,11/6/2022 9:32:00 PM,884,,jetBlue,Chicago O'Hare International,Los Angeles International
15062-2211061035--31722,-32695-2-13416-2211062049,1334.52,2,11/6/2022 10:35:00 AM,11/6/2022 8:49:00 PM,734,,United,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211060750--31722-0-13416-2211061010,194.6,0,11/6/2022 7:50:00 AM,11/6/2022 10:10:00 AM,260,,United,Chicago O'Hare International,Los Angeles International
15062-2211060845--31722-1-13416-2211061503,528.6,1,11/6/2022 8:45:00 AM,11/6/2022 3:03:00 PM,498,,United,Chicago O'Hare International,Los Angeles International
15062-2211061820--32385-1-13416-2211062314,758.6,1,11/6/2022 6:20:00 PM,11/6/2022 11:14:00 PM,414,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211061550--32478,-32646-1-13416-2211062359,379.54,1,11/6/2022 3:50:00 PM,11/6/2022 11:59:00 PM,609,,Brussels Airlines,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2211060855--31722,-32593-1-13416-2211061525,1615.7399999999998,1,11/6/2022 8:55:00 AM,11/6/2022 3:25:00 PM,510,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060655--31722,-32593-1-13416-2211061300,2723.19,1,11/6/2022 6:55:00 AM,11/6/2022 1:00:00 PM,485,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061145--32593-2-13416-2211062028,3206.5800000000004,2,11/6/2022 11:45:00 AM,11/6/2022 8:28:00 PM,643,,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060640--32573-0-13416-2211060906,198.39,0,11/6/2022 6:40:00 AM,11/6/2022 9:06:00 AM,266,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061305--31722,-32593-1-13416-2211062021,1792.28,1,11/6/2022 1:05:00 PM,11/6/2022 8:21:00 PM,556,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060700--32593-1-13416-2211070025,512.14,1,11/6/2022 7:00:00 AM,11/7/2022 12:25:00 AM,1165,,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060500--31825-1-13416-2211061540,2020.78,1,11/6/2022 5:00:00 AM,11/6/2022 3:40:00 PM,760,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061303--31722-1-13416-2211061725,551.6,1,11/6/2022 1:03:00 PM,11/6/2022 5:25:00 PM,382,,United,Chicago O'Hare International,Los Angeles International
15062-2211061802--31722-1-13416-2211062338,576.6,1,11/6/2022 6:02:00 PM,11/6/2022 11:38:00 PM,456,,United,Chicago O'Hare International,Los Angeles International
15062-2211061035--31722,-32695-2-13416-2211062155,1259.76,2,11/6/2022 10:35:00 AM,11/6/2022 9:55:00 PM,800,,United,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211061725--32573-1-13416-2211062222,702.87,1,11/6/2022 5:25:00 PM,11/6/2022 10:22:00 PM,417,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061245--31722,-32593-1-13416-2211062152,1112.4699999999998,1,11/6/2022 12:45:00 PM,11/6/2022 9:52:00 PM,667,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061422--31722-0-13416-2211061655,342.6,0,11/6/2022 2:22:00 PM,11/6/2022 4:55:00 PM,273,,United,Chicago O'Hare International,Los Angeles International
15062-2211061808--31722-0-13416-2211062044,567.6,0,11/6/2022 6:08:00 PM,11/6/2022 8:44:00 PM,276,,United,Chicago O'Hare International,Los Angeles International
15062-2211061641--32573-1-13416-2211062200,490.63,1,11/6/2022 4:41:00 PM,11/6/2022 10:00:00 PM,439,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061705--32593-1-13416-2211070025,3700.2999999999997,1,11/6/2022 5:05:00 PM,11/7/2022 12:25:00 AM,560,,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060956--31722-1-13416-2211061532,505.6,1,11/6/2022 9:56:00 AM,11/6/2022 3:32:00 PM,456,,United,Chicago O'Hare International,Los Angeles International
15062-2211061355--31722,-32593-1-13416-2211062344,501.84,1,11/6/2022 1:55:00 PM,11/6/2022 11:44:00 PM,709,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061246--32646-0-13416-2211061519,289.39,0,11/6/2022 12:46:00 PM,11/6/2022 3:19:00 PM,273,,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2211060750--31694-0-13416-2211061010,186.6,0,11/6/2022 7:50:00 AM,11/6/2022 10:10:00 AM,260,,Virgin Australia,Chicago O'Hare International,Los Angeles International
15062-2211060745--31722-1-13416-2211062338,351.19,1,11/6/2022 7:45:00 AM,11/6/2022 11:38:00 PM,1073,,United,Chicago O'Hare International,Los Angeles International
15062-2211061425--32593-1-13416-2211070025,562.79,1,11/6/2022 2:25:00 PM,11/7/2022 12:25:00 AM,720,,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061551--32385-1-13416-2211062314,498.6,1,11/6/2022 3:51:00 PM,11/6/2022 11:14:00 PM,563,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211061945--32573-0-13416-2211062219,437.07,0,11/6/2022 7:45:00 PM,11/6/2022 10:19:00 PM,274,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061957--31722-0-13416-2211062233,467.61,0,11/6/2022 7:57:00 PM,11/6/2022 10:33:00 PM,276,,United,Chicago O'Hare International,Los Angeles International
15062-2211060954--32385-1-13416-2211061455,758.6,1,11/6/2022 9:54:00 AM,11/6/2022 2:55:00 PM,421,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211061245--31722-1-13416-2211062030,522.6,1,11/6/2022 12:45:00 PM,11/6/2022 8:30:00 PM,585,,United,Chicago O'Hare International,Los Angeles International
15062-2211060912--31722,-32593-2-13416-2211061940,1279.8400000000001,2,11/6/2022 9:12:00 AM,11/6/2022 7:40:00 PM,748,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061545--31722-1-13416-2211070009,607.21,1,11/6/2022 3:45:00 PM,11/7/2022 12:09:00 AM,624,,United,Chicago O'Hare International,Los Angeles International
15062-2211062132--31722-1-13416-2211071017,359.2,1,11/6/2022 9:32:00 PM,11/7/2022 10:17:00 AM,885,,United,Chicago O'Hare International,Los Angeles International
15062-2211061035--32695,-32646-1-13416-2211061501,464.59,1,11/6/2022 10:35:00 AM,11/6/2022 3:01:00 PM,386,,Air Canada,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2211061245--31722-1-13416-2211061743,701.6,1,11/6/2022 12:45:00 PM,11/6/2022 5:43:00 PM,418,,United,Chicago O'Hare International,Los Angeles International
15062-2211061413--32385-1-13416-2211062231,498.6,1,11/6/2022 2:13:00 PM,11/6/2022 10:31:00 PM,618,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211060850--32695-1-13416-2211061306,433.49,1,11/6/2022 8:50:00 AM,11/6/2022 1:06:00 PM,376,,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211061430--32385-1-13416-2211062229,758.6,1,11/6/2022 2:30:00 PM,11/6/2022 10:29:00 PM,599,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211060850--31722-1-13416-2211061306,426.6,1,11/6/2022 8:50:00 AM,11/6/2022 1:06:00 PM,376,,United,Chicago O'Hare International,Los Angeles International
15062-2211061945--31722-1-13416-2211070907,227.2,1,11/6/2022 7:45:00 PM,11/7/2022 9:07:00 AM,922,,United,Chicago O'Hare International,Los Angeles International
15062-2211061035--31722,-32695-1-13416-2211061923,1727.8200000000002,1,11/6/2022 10:35:00 AM,11/6/2022 7:23:00 PM,648,,United,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211061730--32385-1-13416-2211062317,758.6,1,11/6/2022 5:30:00 PM,11/6/2022 11:17:00 PM,467,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211061930--31825-0-13416-2211062207,2716.87,0,11/6/2022 7:30:00 PM,11/6/2022 10:07:00 PM,277,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060920--32573-1-13416-2211061404,446.22,1,11/6/2022 9:20:00 AM,11/6/2022 2:04:00 PM,404,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061515--32573-0-13416-2211061742,333.97,0,11/6/2022 3:15:00 PM,11/6/2022 5:42:00 PM,267,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060819--32573-0-13416-2211061049,284.76,0,11/6/2022 8:19:00 AM,11/6/2022 10:49:00 AM,270,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061315--32593-2-13416-2211062110,2278.08,2,11/6/2022 1:15:00 PM,11/6/2022 9:10:00 PM,595,,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060905--32695-0-13416-2211061132,384.15,0,11/6/2022 9:05:00 AM,11/6/2022 11:32:00 AM,267,,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211061110--32573-1-13416-2211061537,446.22,1,11/6/2022 11:10:00 AM,11/6/2022 3:37:00 PM,387,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060945--32385-1-13416-2211061615,437.6,1,11/6/2022 9:45:00 AM,11/6/2022 4:15:00 PM,510,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211061426--31722-1-13416-2211062018,701.6,1,11/6/2022 2:26:00 PM,11/6/2022 8:18:00 PM,472,,United,Chicago O'Hare International,Los Angeles International
15062-2211060902--31722-1-13416-2211062246,337.21,1,11/6/2022 9:02:00 AM,11/6/2022 10:46:00 PM,944,,United,Chicago O'Hare International,Los Angeles International
15062-2211061750--32593,-31722-1-13416-2211070009,706.56,1,11/6/2022 5:50:00 PM,11/7/2022 12:09:00 AM,499,,Alaska Airlines,United,Chicago O'Hare International,Los Angeles International
15062-2211061400--32573-0-13416-2211061639,284.76,0,11/6/2022 2:00:00 PM,11/6/2022 4:39:00 PM,279,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061303--32090,-32571-1-13416-2211061725,560.11,1,11/6/2022 1:03:00 PM,11/6/2022 5:25:00 PM,382,,Lufthansa,ANA (All Nippon Airways),Chicago O'Hare International,Los Angeles International
15062-2211060800--31722-1-13416-2211062246,337.21,1,11/6/2022 8:00:00 AM,11/6/2022 10:46:00 PM,1006,,United,Chicago O'Hare International,Los Angeles International
15062-2211061600--32385-1-13416-2211062157,1348.6,1,11/6/2022 4:00:00 PM,11/6/2022 9:57:00 PM,477,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211061355--31722-1-13416-2211062135,751.6,1,11/6/2022 1:55:00 PM,11/6/2022 9:35:00 PM,580,,United,Chicago O'Hare International,Los Angeles International
15062-2211060845--31722,-32593-1-13416-2211061613,655.79,1,11/6/2022 8:45:00 AM,11/6/2022 4:13:00 PM,568,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061300--32480-0-13416-2211061543,332.79,0,11/6/2022 1:00:00 PM,11/6/2022 3:43:00 PM,283,,British Airways,Chicago O'Hare International,Los Angeles International
15062-2211060715--32695-1-13416-2211061306,240.13,1,11/6/2022 7:15:00 AM,11/6/2022 1:06:00 PM,471,,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211061245--31722-1-13416-2211061843,576.6,1,11/6/2022 12:45:00 PM,11/6/2022 6:43:00 PM,478,,United,Chicago O'Hare International,Los Angeles International
15062-2211060703--32573-1-13416-2211061152,343.12,1,11/6/2022 7:03:00 AM,11/6/2022 11:52:00 AM,409,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060655--31722-1-13416-2211061503,506.6,1,11/6/2022 6:55:00 AM,11/6/2022 3:03:00 PM,608,,United,Chicago O'Hare International,Los Angeles International
15062-2211061556--31722-1-13416-2211062155,571.6,1,11/6/2022 3:56:00 PM,11/6/2022 9:55:00 PM,479,,United,Chicago O'Hare International,Los Angeles International
15062-2211060901--31722-1-13416-2211061735,509.61,1,11/6/2022 9:01:00 AM,11/6/2022 5:35:00 PM,634,,United,Chicago O'Hare International,Los Angeles International
15062-2211061545--32480-1-13416-2211061944,488.89,1,11/6/2022 3:45:00 PM,11/6/2022 7:44:00 PM,359,,British Airways,Chicago O'Hare International,Los Angeles International
15062-2211060847--31722,-32593-2-13416-2211061547,1827.16,2,11/6/2022 8:47:00 AM,11/6/2022 3:47:00 PM,540,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060720--31722-1-13416-2211061151,501.6,1,11/6/2022 7:20:00 AM,11/6/2022 11:51:00 AM,391,,United,Chicago O'Hare International,Los Angeles International
15062-2211060545--32171-2-13416-2211061530,2054.27,2,11/6/2022 5:45:00 AM,11/6/2022 3:30:00 PM,705,,jetBlue,Chicago O'Hare International,Los Angeles International
15062-2211060848--32171-1-13416-2211061821,2334.62,1,11/6/2022 8:48:00 AM,11/6/2022 6:21:00 PM,693,,jetBlue,Chicago O'Hare International,Los Angeles International
15062-2211061705--32480-0-13416-2211061933,1096.6399999999999,0,11/6/2022 5:05:00 PM,11/6/2022 7:33:00 PM,268,,British Airways,Chicago O'Hare International,Los Angeles International
15062-2211061145--32593-1-13416-2211061940,4387.150000000001,1,11/6/2022 11:45:00 AM,11/6/2022 7:40:00 PM,595,,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061721--32573-1-13416-2211062114,343.12,1,11/6/2022 5:21:00 PM,11/6/2022 9:14:00 PM,353,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060607--32385-1-13416-2211061147,368.6,1,11/6/2022 6:07:00 AM,11/6/2022 11:47:00 AM,460,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211061816--31722-1-13416-2211070043,576.6,1,11/6/2022 6:16:00 PM,11/7/2022 12:43:00 AM,507,,United,Chicago O'Hare International,Los Angeles International
15062-2211060700--31722-1-13416-2211062246,337.21,1,11/6/2022 7:00:00 AM,11/6/2022 10:46:00 PM,1066,,United,Chicago O'Hare International,Los Angeles International
15062-2211061035--31722-1-13416-2211061911,423.2,1,11/6/2022 10:35:00 AM,11/6/2022 7:11:00 PM,636,,United,Chicago O'Hare International,Los Angeles International
15062-2211061425--32593-2-13416-2211062357,2081.59,2,11/6/2022 2:25:00 PM,11/6/2022 11:57:00 PM,692,,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061250--32695,-32571-1-13416-2211062155,464.28,1,11/6/2022 12:50:00 PM,11/6/2022 9:55:00 PM,665,,Air Canada,ANA (All Nippon Airways),Chicago O'Hare International,Los Angeles International
15062-2211060856--31722,-32593-1-13416-2211061843,1781.12,1,11/6/2022 8:56:00 AM,11/6/2022 6:43:00 PM,707,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211060825--32184,-31940-1-13416-2211061715,481.47,1,11/6/2022 8:25:00 AM,11/6/2022 5:15:00 PM,650,,Japan Airlines,Qantas,Chicago O'Hare International,Los Angeles International
15062-2211062005--31722-1-13416-2211071735,357.2,1,11/6/2022 8:05:00 PM,11/7/2022 5:35:00 PM,1410,,United,Chicago O'Hare International,Los Angeles International
15062-2211061553--31722,-32593-2-13416-2211062357,716.79,2,11/6/2022 3:53:00 PM,11/6/2022 11:57:00 PM,604,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061250--32385-1-13416-2211061749,758.6,1,11/6/2022 12:50:00 PM,11/6/2022 5:49:00 PM,419,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211061930--32480,-32593-1-13416-2211070837,436,1,11/6/2022 7:30:00 PM,11/7/2022 8:37:00 AM,907,,British Airways,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211061324--31722-1-13416-2211061746,541.6,1,11/6/2022 1:24:00 PM,11/6/2022 5:46:00 PM,382,,United,Chicago O'Hare International,Los Angeles International
15062-2211060715--32695,-32646-1-13416-2211061147,206.7,1,11/6/2022 7:15:00 AM,11/6/2022 11:47:00 AM,392,,Air Canada,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2211060540--32385-1-13416-2211061359,437.6,1,11/6/2022 5:40:00 AM,11/6/2022 1:59:00 PM,619,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211060952--32480-0-13416-2211061231,283.76,0,11/6/2022 9:52:00 AM,11/6/2022 12:31:00 PM,279,,British Airways,Chicago O'Hare International,Los Angeles International
15062-2211060545--31825-1-13416-2211060945,1519.1900000000003,1,11/6/2022 5:45:00 AM,11/6/2022 9:45:00 AM,360,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2211070600--31722-1-13416-2211071851,254.2,1,11/7/2022 6:00:00 AM,11/7/2022 6:51:00 PM,891,,United,Chicago O'Hare International,Los Angeles International
15062-2211071602--31722,-32593-1-13416-2211080025,1521.3000000000002,1,11/7/2022 4:02:00 PM,11/8/2022 12:25:00 AM,623,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211071354--32480,-31940-1-13416-2211072037,340.37,1,11/7/2022 1:54:00 PM,11/7/2022 8:37:00 PM,523,,British Airways,Qantas,Chicago O'Hare International,Los Angeles International
15062-2211071641--32573-1-13416-2211072200,177.53,1,11/7/2022 4:41:00 PM,11/7/2022 10:00:00 PM,439,,American Airlines,Chicago O'Hare International,Los Angeles International
